match_id,round,team_id,opponent_team_id,accurateCross,accurateKeeperSweeper,accurateLongBalls,accuratePass,aerialLost,aerialWon,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,height,hitWoodwork,interceptionWon,jerseyNumber,keyPass,lastManTackle,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalPass,totalTackle,touches,wasFouled,wonContest
12499301,5,2689,2690,0,0,21,259,7,14,1,0,5,11,0,7,46,50,0,0,0.47894091000000005,1.5061,12,1,2,0.2647,2,4789,0,11,633,12,0,3,12,0,0,0,0,0,112,0,5,8,6,21,14,12,0,44,4,323,23,521,10,3
12499301,5,2690,2689,3,0,18,457,14,7,2,1,12,3,0,12,50,46,0,2,1.51921504,2.1085,11,2,2,-0.8151,0,4049,0,10,640,20,1,10,5,0,0,0,0,0,129,0,0,1,3,7,22,14,0,34,1,533,18,717,12,11
12499304,5,2713,2688,6,0,19,323,15,17,0,0,6,8,0,6,45,43,1,0,0.28627937,0.49560000000000004,12,0,0,0.0070999999999999,0,4455,0,15,817,9,0,0,3,0,1,0,1,0,116,0,2,2,3,19,9,13,0,45,7,398,16,554,7,3
12499304,5,2688,2713,3,0,24,290,17,15,3,3,3,3,0,13,43,45,0,0,1.39422209,1.6620000000000001,9,2,2,0.0,0,4398,0,4,735,11,0,4,6,0,0,1,0,1,124,0,0,0,5,13,11,10,0,54,0,374,12,542,10,8
12499302,5,2685,2729,3,1,21,466,15,12,2,1,4,6,0,14,55,54,0,0,0.65967133,0.7605000000000001,16,2,2,-0.2278,2,4622,0,4,528,14,0,8,0,0,0,0,0,0,122,2,1,2,3,14,12,14,1,44,1,539,17,713,20,6
12499302,5,2729,2685,2,0,23,311,12,15,1,1,0,6,0,12,54,55,0,0,0.54567665,0.5859,20,0,1,-0.5598,0,3490,0,13,782,6,0,3,4,0,0,0,0,0,122,0,5,6,3,10,11,13,0,54,1,391,20,561,14,6
12499303,5,2695,2702,2,0,19,277,8,15,0,0,3,5,0,7,33,44,0,1,0.52503603,0.7298,11,0,0,-0.3957,0,4852,1,11,877,6,0,2,4,0,1,0,0,0,104,0,3,5,4,15,4,6,0,46,1,349,13,490,15,1
12499303,5,2702,2695,5,0,16,495,15,8,0,1,4,1,0,5,44,33,0,1,1.3007855799999999,1.8955,15,1,3,0.8792,0,4210,0,7,688,12,0,8,3,0,0,0,0,1,109,0,2,2,4,11,13,12,0,43,4,570,10,712,10,5
12499296,5,2719,2705,8,0,43,354,28,34,2,5,5,5,0,7,59,76,0,0,1.3624016,2.333,15,0,0,-1.524,0,4635,1,8,897,12,0,4,2,0,0,0,0,0,166,1,2,2,12,21,11,32,0,82,0,454,16,675,20,6
12499296,5,2705,2719,3,1,16,198,34,28,1,0,2,6,2,11,76,59,0,0,0.32755889,0.8409,21,1,2,0.1605,2,4099,0,8,618,7,0,4,7,0,0,0,0,0,142,0,2,2,3,49,10,14,1,56,2,293,12,500,14,5
12499300,5,2714,2687,4,0,20,313,7,10,0,0,5,8,0,9,42,43,0,1,0.34750843000000003,0.30879999999999996,13,0,0,0.0131,2,4397,0,7,650,6,0,1,4,0,0,0,0,0,85,0,1,1,2,16,11,12,0,29,2,361,17,503,10,6
12499300,5,2687,2714,3,0,20,621,10,7,0,0,4,6,0,7,43,42,0,1,0.4311721,0.3101,10,0,0,0.0623,0,4261,0,8,490,8,0,1,5,0,0,0,0,0,93,0,0,2,4,4,18,19,0,35,0,667,14,825,13,8
12499295,5,2686,2704,5,1,26,462,13,22,1,1,0,4,0,18,58,62,0,0,0.7140198,1.5892,12,0,2,-0.7119,1,4471,0,6,570,3,0,5,3,1,0,0,0,1,139,0,3,5,3,9,21,29,1,41,0,533,14,730,16,10
12499295,5,2704,2686,1,0,13,311,22,13,1,0,3,10,0,11,62,58,0,0,0.37004965,1.0711,17,2,2,-0.4648,2,4529,0,13,688,11,0,7,0,0,1,0,0,0,113,0,2,3,4,31,7,7,0,43,0,386,29,570,12,4
12436962,5,35,7,3,0,14,547,13,18,3,5,4,4,0,14,50,45,0,0,1.33997101,1.7530000000000001,12,0,0,0.5188,0,3682,3,9,276,12,0,6,2,0,0,0,0,0,153,0,3,4,5,14,15,23,0,47,0,639,14,845,6,7
12436962,5,7,35,6,3,24,221,18,13,2,3,2,7,0,8,45,50,0,1,0.429106,1.0408,7,0,0,1.9013,3,3483,0,13,257,8,0,4,3,0,0,0,0,0,125,0,5,7,3,30,10,14,3,64,1,313,22,510,11,4
12436969,5,60,44,4,0,24,332,9,6,1,2,4,16,1,8,56,46,1,0,0.68605827,1.0834,12,0,0,0.8375,1,3616,1,7,293,14,0,6,4,0,0,0,0,0,116,1,6,9,9,16,23,24,1,46,3,389,20,596,9,11
12436969,5,44,60,2,0,24,519,6,9,4,2,3,11,0,15,46,56,0,1,0.97474315,2.0559,10,3,3,1.5294,1,3686,1,6,556,18,0,13,4,0,0,0,0,0,107,0,5,7,3,21,21,8,0,41,0,584,20,787,11,16
12436967,5,48,31,4,1,27,271,17,12,2,3,6,8,0,11,61,48,0,0,0.7006886999999999,1.1026,12,1,1,-0.0311,2,3509,1,9,301,13,0,5,3,0,0,0,0,0,126,1,1,1,6,30,20,14,1,51,5,335,18,547,11,7
12436967,5,31,48,8,0,25,389,12,17,1,1,3,7,0,9,48,61,0,0,0.82050719,0.6623,11,0,1,0.4754,1,3627,0,4,280,9,0,2,6,0,0,0,0,0,138,0,4,4,7,13,17,29,0,43,2,460,24,674,12,8
12436957,5,3,40,6,0,21,341,7,10,0,0,5,9,1,7,46,51,0,0,0.50880868,0.5145,16,0,1,-1.2391,0,3615,0,10,378,7,0,4,4,0,0,0,0,0,93,0,0,0,1,19,15,11,0,47,5,398,23,567,11,7
12436957,5,40,3,4,1,8,393,10,7,5,2,3,7,0,12,51,46,1,0,1.7122657799999998,1.7295,11,3,3,0.1243,0,3662,0,5,364,8,0,4,5,0,0,0,0,0,106,0,3,3,2,15,20,17,1,21,1,447,15,618,15,9
12436971,5,42,17,3,0,14,148,16,12,2,2,0,10,0,6,46,37,0,1,0.49814992,0.6741999999999999,10,2,2,0.2202,3,3657,0,4,434,4,1,3,13,0,0,0,0,0,89,0,6,9,2,37,8,7,0,47,1,208,16,363,6,4
12436971,5,17,42,6,0,21,644,12,16,3,3,13,4,0,7,37,46,0,1,2.8624309,2.1852,7,1,2,-0.5335,0,3643,1,3,533,27,0,11,0,0,0,0,0,0,109,0,1,1,9,9,19,24,0,42,0,705,10,872,10,10
12436959,5,30,14,9,3,17,475,10,18,0,1,7,8,0,11,45,49,0,0,0.865583,1.0037,12,0,2,-0.3173,1,3667,0,7,369,11,0,3,1,0,1,0,0,0,145,1,1,2,4,9,17,43,3,32,0,542,12,742,9,10
12436959,5,14,30,0,0,14,169,18,10,1,0,1,10,0,9,49,45,0,0,0.36920682,1.4182000000000001,11,1,2,-0.9058,0,3667,0,8,324,4,0,3,7,0,0,0,0,1,113,0,1,1,0,48,11,4,0,59,4,245,18,426,10,8
12499299,5,2692,2697,5,0,19,338,14,11,5,4,3,3,0,5,31,42,0,0,1.05015787,1.7008,4,1,2,0.0438,1,4265,0,10,754,12,0,8,5,0,0,0,0,0,95,0,2,3,5,17,15,14,0,42,0,398,10,557,13,9
12499299,5,2697,2692,10,1,20,448,11,14,2,2,5,9,0,7,42,31,0,0,0.74543204,0.7263,13,1,1,0.3869,0,4438,0,7,569,11,1,4,3,0,0,0,0,0,92,0,6,6,4,16,6,24,1,39,2,504,11,671,4,3
12499298,5,2696,2701,7,0,31,671,17,25,0,1,7,6,0,7,42,52,1,0,1.0361587700000001,2.2853,8,1,3,-0.5282,0,4273,1,8,785,8,0,3,2,0,0,1,0,1,119,1,0,0,6,13,9,21,0,48,3,751,14,899,10,3
12499298,5,2701,2696,1,0,15,228,25,17,1,0,2,3,0,8,52,42,1,0,0.2930656,0.503,10,2,2,-1.6786,2,4760,0,12,747,7,0,2,7,0,1,0,0,0,118,1,0,0,4,16,12,15,0,57,0,312,13,452,6,6
12499297,5,2699,2693,7,1,31,360,19,10,1,0,7,11,0,6,55,39,0,1,1.20172653,1.0539,15,1,1,0.458,0,3827,1,5,474,17,0,6,0,0,2,0,0,0,88,0,3,3,7,12,11,29,1,52,1,404,12,560,11,6
12499297,5,2693,2699,10,0,26,303,10,19,2,2,0,6,0,8,39,55,0,0,0.80883141,2.7849,11,0,2,-0.3089,0,4408,1,6,564,12,0,5,7,0,0,0,0,2,79,2,2,5,9,29,15,14,0,42,0,355,11,532,15,11
12436977,5,50,33,1,1,37,393,13,7,2,2,0,11,1,10,50,53,1,2,0.80784298,0.8023,9,1,1,-1.0224,1,3665,0,11,333,6,0,6,10,0,0,0,0,0,141,0,5,6,0,26,16,12,1,75,2,489,27,696,11,8
12436977,5,33,50,4,2,20,355,7,13,3,5,10,8,0,16,53,50,0,1,1.9464449,3.7322,11,2,3,0.5386,3,3710,0,17,343,16,0,10,0,0,0,0,0,0,149,1,4,5,3,20,22,23,2,31,1,434,18,665,8,11
12436973,5,32,45,5,0,17,350,9,18,2,2,3,10,0,8,50,59,0,0,1.04871283,1.6879,16,0,1,0.2344,2,3638,0,13,406,12,0,6,2,0,0,0,0,0,112,0,2,2,4,15,16,23,0,31,1,409,17,592,16,8
12436973,5,45,32,0,2,15,428,18,9,4,3,3,8,0,12,59,50,0,0,0.79949393,2.4935,16,1,1,2.053,1,3623,1,15,398,8,0,3,3,0,0,0,0,0,98,0,4,5,5,33,15,9,2,36,3,492,16,666,16,10
12436980,5,38,37,3,2,23,393,10,10,5,2,3,9,0,11,43,52,0,1,1.2600715,2.1904,9,3,3,0.819,3,3674,0,8,369,12,0,5,5,0,0,0,0,0,94,2,5,7,4,34,11,8,3,47,1,454,19,638,17,6
12436980,5,37,38,6,1,20,444,10,10,0,0,5,6,0,8,52,43,0,0,0.85318349,0.8536,17,0,0,-0.2651,0,3658,0,8,352,9,1,7,3,0,0,0,0,0,107,1,2,2,3,10,20,29,1,35,2,498,16,666,9,9
12437721,5,2817,24264,2,1,27,414,1,5,3,2,2,9,0,8,30,47,0,0,0.9594653399999999,1.8794,4,3,4,0.2612,1,3807,0,1,317,14,0,9,1,0,0,0,0,0,111,0,2,3,9,9,19,19,1,38,0,475,19,664,13,10
12437721,5,24264,2817,5,1,22,343,5,1,2,1,2,10,0,11,47,30,1,1,0.8829504,1.2929,13,1,1,-0.5164,0,4016,0,6,333,10,0,4,2,0,0,0,0,0,99,0,5,5,3,22,17,12,1,36,7,392,17,575,3,9
12437709,5,2836,2828,13,0,25,438,9,12,4,3,1,7,0,6,35,36,0,0,2.02746873,3.2391,10,2,3,0.0721,1,4162,1,5,300,11,0,4,1,0,0,0,0,0,125,0,1,1,9,15,10,28,0,52,1,515,12,701,7,5
12437709,5,2828,2836,0,1,29,385,12,9,0,0,1,5,0,2,36,35,0,1,0.23639992999999998,0.1459,8,0,0,0.0947,0,3640,0,4,295,4,0,1,1,0,0,0,0,0,131,0,1,1,3,15,17,16,1,59,2,465,11,625,9,7
12499627,5,2542,2673,2,0,22,206,17,18,1,1,2,20,0,8,54,55,1,0,0.473103,1.2708,9,1,2,-2.0511,3,3657,0,9,389,8,0,5,7,0,1,0,0,0,113,1,2,4,3,24,8,11,0,56,3,285,20,453,11,6
12499627,5,2673,2542,4,0,41,492,18,17,5,3,7,6,0,10,55,54,1,0,2.95355064,3.2502,12,3,4,-0.0068999999999999,0,3499,1,9,317,22,0,8,2,0,0,0,0,1,130,0,1,3,8,7,30,25,0,57,2,556,10,748,7,20
12437711,5,2845,2816,0,0,24,263,15,15,0,0,1,7,0,5,50,51,0,0,0.1097446,0.0958,18,0,0,0.3714,2,4184,0,12,365,1,2,0,2,0,0,0,0,0,125,0,3,3,2,22,14,7,0,63,1,352,17,513,11,8
12437711,5,2816,2845,6,1,20,533,15,15,2,1,3,8,0,8,51,50,0,0,1.0117144900000001,2.2054,11,1,2,0.0,1,4181,0,6,359,10,0,5,1,0,0,0,0,0,133,0,0,0,6,7,16,25,1,38,2,611,11,796,18,7
12499624,5,2600,36360,4,1,26,303,13,6,0,1,3,10,1,5,42,33,0,1,0.44981445999999997,1.079,13,0,0,-0.3689,1,3705,0,9,300,3,0,1,6,0,0,1,0,1,124,1,2,2,3,28,10,10,1,58,1,384,10,560,9,8
12499624,5,36360,2600,6,0,16,476,6,13,6,3,5,8,0,6,33,42,0,0,2.20471714,3.0511,9,4,4,0.898,1,3678,0,6,315,17,0,7,3,0,1,0,1,0,126,0,1,1,5,21,14,21,0,31,1,560,7,732,12,10
12499648,5,2573,2674,1,0,31,302,19,14,0,0,3,8,0,5,46,49,0,1,0.31530065,1.0733,12,0,2,-2.1972,0,3689,0,3,310,6,0,5,7,0,0,0,0,1,126,0,4,6,2,28,13,21,0,56,1,381,15,576,12,9
12499648,5,2674,2573,5,2,25,357,14,19,6,7,7,9,0,10,49,46,0,0,1.70082969,2.3539,12,3,4,-0.7772,2,3719,0,5,392,13,0,10,3,0,1,0,0,0,129,1,1,3,3,27,13,31,2,54,1,421,9,630,11,8
12436964,5,39,43,4,0,18,506,6,16,0,1,3,4,0,14,37,47,2,1,0.7437495199999999,1.5378,8,1,1,0.1665,0,3699,0,10,331,12,0,5,2,0,0,0,0,0,105,0,6,8,8,15,12,12,0,36,6,560,9,745,16,7
12436964,5,43,39,7,0,12,283,16,6,5,3,2,7,0,2,47,37,0,1,1.16368793,2.2948,16,3,3,0.0382,1,3684,1,6,314,17,0,11,3,0,0,0,0,0,100,0,3,4,9,21,11,17,0,41,1,344,19,504,8,4
12499620,5,2672,2681,3,0,19,644,13,11,0,1,4,5,0,6,41,51,0,1,1.4419735,1.3823,11,0,1,-0.515,0,3688,2,12,322,12,1,3,0,0,0,0,0,0,114,0,1,1,11,2,18,17,0,38,0,714,15,884,15,10
12499620,5,2681,2672,1,0,26,238,11,13,0,0,0,10,0,9,51,41,0,0,0.07924085,0.0588,15,1,1,-0.4556,1,3654,0,9,349,3,0,2,4,0,0,0,0,0,116,0,2,2,1,15,11,3,0,56,0,319,14,463,10,5
12499644,5,2547,2527,7,0,28,234,23,16,0,0,1,7,0,12,59,47,0,0,0.76302495,0.6624,12,0,0,-0.6987,0,3710,1,10,331,7,0,2,4,0,0,0,0,0,172,2,1,1,6,17,11,21,0,72,1,341,17,550,10,4
12499644,5,2527,2547,5,2,23,511,16,23,3,2,4,4,0,3,47,59,0,0,0.8467409800000001,0.8555,11,1,1,0.9194,0,3672,0,5,346,7,0,2,1,0,0,0,0,0,153,0,1,2,2,25,21,20,2,55,3,610,19,815,11,7
12499633,5,2538,2526,7,1,27,549,19,24,0,1,1,7,0,6,48,61,1,0,1.2064229,1.161,7,0,0,-1.5187,0,3685,0,3,456,7,0,2,2,0,0,1,0,1,145,0,0,1,6,8,17,32,1,48,7,632,13,812,17,7
12499633,5,2526,2538,2,0,26,154,24,19,2,0,2,7,0,8,61,48,0,0,0.43169311,1.1089000000000002,18,3,3,1.1872,1,3705,1,11,276,7,0,4,1,0,1,0,1,0,119,2,1,2,4,34,12,9,0,69,1,235,16,400,7,7
12499638,5,2524,2677,1,0,19,159,17,16,2,1,1,10,0,2,51,45,0,1,0.7490677800000001,1.0999999999999999,20,2,2,0.5863,0,3696,0,8,306,5,0,2,8,0,1,0,1,0,133,1,2,2,2,14,11,5,0,57,2,251,14,410,9,6
12499638,5,2677,2524,4,0,31,482,16,17,3,4,8,6,0,10,45,51,0,0,0.8990613,1.8495,10,1,2,-0.4521,0,3711,0,11,284,12,0,4,1,0,0,1,0,1,135,0,0,0,6,13,14,12,0,59,3,578,7,764,19,10
12499642,5,2556,5885,6,0,25,293,32,29,0,0,2,7,0,11,70,59,0,0,0.37972761,0.5732999999999999,10,0,0,-0.1353,2,3487,0,12,370,6,0,2,2,0,0,0,0,0,161,1,4,4,3,26,14,23,1,60,0,390,16,595,10,4
12499642,5,5885,2556,7,0,23,288,29,32,1,0,2,4,1,12,59,70,0,0,1.30016487,1.1931,10,2,2,0.2739,1,3712,1,8,324,14,0,6,3,0,0,0,0,0,147,1,0,2,6,29,11,20,0,61,2,389,21,597,10,7
12499631,5,2534,2569,11,0,15,533,11,16,3,2,10,6,1,12,54,50,0,0,3.52793063,3.0511,19,3,4,-1.0548,1,3688,0,3,306,18,3,10,2,0,0,0,0,0,108,0,1,1,3,22,13,24,0,25,1,592,17,796,11,6
12499631,5,2569,2534,2,0,23,258,16,11,2,0,1,6,0,8,50,54,0,0,0.92334679,1.2181,11,2,3,0.8444,1,3702,0,5,371,7,0,5,10,0,0,0,0,0,110,0,6,6,4,23,15,12,0,50,1,325,19,516,18,6
12437716,5,2819,2826,8,0,26,313,12,21,2,0,8,4,0,9,40,43,0,0,2.4112549199999997,1.7652,10,2,2,-0.6624,2,3467,0,6,248,19,0,4,2,1,0,0,0,0,116,0,2,4,9,24,8,17,0,51,1,387,10,577,10,2
12437716,5,2826,2819,7,0,22,355,21,12,0,0,2,2,0,4,43,40,0,0,0.5116190899999999,0.34740000000000004,11,0,0,0.0267,1,4203,0,4,351,7,0,4,7,0,0,0,0,0,133,0,2,2,3,12,10,31,0,51,2,440,15,607,9,4
12437718,5,2825,6577,3,0,17,231,10,19,3,1,0,4,1,8,44,54,0,0,0.61248295,2.1487,12,3,3,-0.7138,1,4186,0,10,307,9,0,4,6,0,0,0,0,0,153,1,3,3,5,30,24,13,0,48,1,334,14,541,8,13
12437718,5,6577,2825,8,2,22,497,19,10,2,2,5,13,0,4,54,44,0,0,0.73797088,1.4453,8,1,2,-0.312,1,4150,0,11,320,9,0,6,0,0,0,0,0,0,168,0,0,1,4,13,14,32,2,53,0,599,19,797,11,4
12437726,5,2818,2820,4,1,28,384,22,10,2,2,3,11,0,13,63,53,0,0,0.75398948,1.6784999999999999,12,3,3,-0.8456,0,4136,0,3,278,15,1,6,0,0,0,0,0,0,174,0,1,1,8,11,16,28,1,70,3,484,18,705,14,11
12437726,5,2820,2818,3,1,24,147,10,22,1,1,0,11,0,10,53,63,0,0,0.48798796,0.3339,15,0,1,-1.7293,1,4175,1,4,306,4,0,2,3,0,0,0,0,0,155,1,3,3,3,29,19,12,1,70,0,253,18,447,12,11
12437723,5,2833,2859,4,0,21,351,21,18,2,3,2,4,0,21,72,68,0,1,0.32094660999999997,1.4079,19,1,1,0.4158,1,3999,1,6,322,7,0,4,5,0,0,0,0,0,144,0,1,4,4,21,25,9,0,69,1,442,19,651,15,16
12437723,5,2859,2833,7,1,18,185,18,21,2,2,5,16,0,15,68,72,0,1,0.45426906,1.0114,15,0,0,0.131,0,3128,1,3,340,8,0,4,2,0,0,0,0,0,146,0,2,3,6,14,8,25,1,49,2,266,30,468,17,4
12437714,5,2831,2821,3,2,21,344,13,5,0,0,2,8,0,6,46,46,0,0,0.85942772,0.5131,15,1,1,-0.1876,0,3822,0,14,346,4,0,2,4,0,0,0,0,0,105,0,4,6,2,15,14,16,3,45,1,406,19,583,14,8
12437714,5,2821,2831,3,0,24,419,5,13,2,1,4,8,0,10,46,46,0,0,0.87306491,1.8678,14,2,3,-0.4678,1,4152,0,6,316,11,0,9,2,0,0,0,0,0,111,0,0,1,1,7,17,8,0,47,3,484,12,650,14,8
12437728,5,2829,2824,3,0,32,437,8,8,0,0,8,4,0,6,35,41,0,0,0.68730974,2.3796999999999997,9,0,2,0.8972,0,3430,0,6,286,10,0,6,4,0,0,0,0,1,105,1,1,2,2,11,14,12,0,53,1,494,17,674,11,5
12437728,5,2824,2829,4,2,15,393,8,8,2,2,4,5,0,10,41,35,0,1,1.1830729999999998,1.0671,12,0,0,0.2016,0,4151,3,6,307,7,0,2,7,0,2,0,0,0,107,0,3,4,5,9,11,16,2,26,2,453,15,602,8,4
12437730,5,2885,2814,12,0,40,333,20,15,2,2,6,4,0,10,53,51,0,0,1.6602149,1.9147,14,1,2,-0.2094,1,4156,0,11,307,13,0,6,1,0,1,0,0,0,154,0,1,1,7,7,12,37,0,66,0,425,16,610,15,5
12437730,5,2814,2885,2,1,23,199,15,20,2,1,1,5,0,9,51,53,1,1,1.03119663,1.605,17,2,3,1.0733,3,3816,0,4,329,7,0,4,6,0,0,0,0,1,119,0,3,4,4,45,11,11,1,54,3,265,17,476,13,4
12499309,6,2692,2689,3,0,24,457,7,10,4,4,2,5,0,8,29,47,0,0,0.84380034,1.7091,5,2,3,0.4608,1,4273,2,3,749,13,0,6,3,0,0,0,0,0,83,0,2,7,7,10,19,17,0,33,0,498,16,659,8,13
12499309,6,2689,2692,7,1,25,331,10,7,0,0,3,13,0,12,47,29,0,1,0.53804537,0.4925,8,0,0,-1.1313,0,4424,0,2,588,16,0,7,2,0,0,0,0,0,82,1,2,3,6,11,9,18,1,41,4,372,14,512,4,5
12499674,6,2524,2542,2,1,29,203,30,33,2,3,7,6,0,10,62,64,0,0,1.49181298,2.4687,12,2,3,0.8717,1,3679,2,8,320,11,0,5,7,0,0,1,0,1,139,1,2,4,5,47,12,11,1,70,1,307,12,512,11,8
12499674,6,2542,2524,5,1,32,310,33,30,4,3,8,8,0,7,64,62,0,0,1.26080841,1.7452999999999999,11,1,1,0.6194,0,3672,0,8,385,12,0,5,7,0,1,0,1,0,155,0,2,2,5,11,11,29,1,68,5,406,14,590,12,6
12437741,6,2833,2885,2,1,24,421,14,20,1,1,3,2,0,13,54,55,0,0,0.48586303,0.5241,16,1,1,-1.2339,0,4004,0,11,318,7,0,2,3,0,0,0,0,0,141,0,2,2,3,13,21,17,1,48,2,501,12,704,11,12
12437741,6,2885,2833,2,0,27,162,20,14,0,0,3,12,0,4,55,54,0,0,0.55316986,1.2293,11,1,2,0.4895,0,4162,1,6,305,8,0,4,2,0,0,0,0,0,143,2,1,1,3,18,10,12,0,68,1,263,22,426,16,2
12437739,6,2845,2859,2,0,21,186,25,20,1,1,2,9,0,10,69,70,0,0,0.15528256,0.5945,17,1,1,0.4056,2,4004,1,7,384,4,0,2,7,0,1,0,0,0,166,1,2,3,2,41,16,11,0,89,1,300,29,518,15,7
12437739,6,2859,2845,6,1,32,310,20,25,0,0,7,7,0,20,70,69,0,0,0.8812708,1.5441,16,0,1,0.1168,1,3661,1,5,374,9,0,4,2,0,0,0,0,1,193,0,1,1,2,20,18,26,1,64,0,420,19,653,16,9
12499671,6,2673,2547,5,1,32,494,17,17,1,1,1,0,0,11,58,57,0,2,0.9425753499999999,0.7377,17,1,1,-0.7451,2,3680,0,6,373,7,0,4,5,0,1,0,0,0,155,0,1,3,3,16,24,19,1,71,0,593,15,802,15,10
12499671,6,2547,2673,4,0,17,185,17,17,1,1,5,10,0,5,57,58,0,0,0.7998111,1.479,15,1,2,0.5846,5,3700,0,11,328,8,0,5,0,0,0,0,0,1,142,0,1,3,4,15,10,15,0,60,4,278,25,475,17,0
12499666,6,2527,2600,6,0,31,497,18,19,1,0,1,3,0,11,61,55,0,1,0.73751521,0.5016,15,1,1,-1.168,1,3669,0,5,382,10,0,4,3,0,0,0,0,0,160,0,2,3,6,29,23,21,0,59,2,603,16,816,12,9
12499666,6,2600,2527,6,0,19,215,19,18,1,2,4,9,0,7,55,61,0,0,1.34833877,1.2872999999999999,13,0,2,-0.2002,0,3705,0,17,298,9,0,5,1,0,0,0,0,0,150,0,3,3,6,28,12,24,0,46,3,305,25,525,15,3
12499310,6,2714,2729,2,0,20,477,7,8,2,1,3,6,0,7,44,26,0,0,0.8646474000000001,1.1743000000000001,16,1,2,0.8068,1,4207,0,5,661,10,0,2,2,0,0,0,0,0,87,0,1,1,6,13,12,7,0,32,0,529,8,655,7,4
12499310,6,2729,2714,1,0,25,500,8,7,0,0,2,4,0,5,26,44,2,1,0.21722865,0.30410000000000004,8,0,0,-1.4309,0,3854,0,11,763,3,0,1,3,0,0,0,0,0,82,0,0,0,2,11,9,12,0,43,0,548,15,679,16,6
12499312,6,2702,2688,12,0,21,496,10,13,2,1,7,2,1,8,37,43,0,0,1.2818622,1.6763,8,2,2,1.127,0,4210,0,5,688,15,0,5,7,0,0,0,0,0,132,0,2,5,10,22,17,27,0,43,2,579,12,777,11,7
12499312,6,2688,2702,2,0,20,186,13,10,1,3,6,7,0,6,43,37,0,0,0.34471234,1.8044,13,0,1,-0.9844,1,4412,1,4,739,9,0,7,7,0,0,0,0,0,111,1,1,3,5,35,8,16,0,47,1,251,18,433,7,2
12499677,6,2526,2556,8,0,19,399,21,17,0,0,9,5,0,14,60,54,1,0,0.9649873999999999,1.0901,12,0,0,-2.1307,0,3711,0,6,304,15,0,4,1,0,0,0,0,0,162,0,0,1,6,15,18,25,0,58,1,504,12,713,16,9
12499677,6,2556,2526,1,0,18,320,17,21,3,0,1,9,0,5,54,60,0,0,0.65181434,1.0994,16,3,3,1.028,0,3662,0,9,325,7,0,4,9,0,0,0,0,0,139,3,4,4,3,34,12,5,0,65,1,420,23,613,12,5
12499306,6,2701,2704,0,0,8,168,16,16,1,1,1,6,0,7,53,49,1,0,0.14736842,1.14,19,1,2,-1.2921,0,4742,0,10,736,2,0,3,6,0,0,0,0,1,102,0,5,8,2,18,15,4,0,44,1,233,17,394,10,7
12499306,6,2704,2701,8,0,20,512,16,16,4,3,6,7,0,7,49,53,0,1,2.1286331,2.2453,10,3,3,-0.6583,1,4717,0,7,781,24,0,11,1,0,1,0,0,0,119,0,0,1,7,7,16,22,0,41,2,577,15,758,16,6
12499305,6,2686,2685,4,3,15,453,15,23,2,4,7,6,0,7,48,64,0,1,1.97762621,2.0051,12,1,1,-0.8439,0,4279,2,10,523,18,0,5,3,0,0,0,0,0,125,0,0,0,11,14,18,25,3,32,1,524,18,714,15,8
12499305,6,2685,2686,1,0,27,224,23,15,0,0,3,8,1,9,64,48,0,0,0.09699241,0.1042,16,1,1,0.2422,2,4813,0,7,530,4,0,1,8,0,0,0,0,0,115,0,2,3,1,32,15,7,0,61,3,297,17,480,12,6
12499311,6,2690,2719,5,1,19,483,9,12,4,4,4,8,0,9,39,38,0,2,0.93367519,2.3794,10,1,2,-0.0423,1,4227,0,4,618,14,0,4,1,0,0,0,0,1,126,0,1,1,10,16,7,15,1,48,1,566,10,719,13,3
12499311,6,2719,2690,4,1,18,266,12,9,5,5,1,3,0,3,38,39,0,0,0.9740347300000001,2.3798,16,3,3,0.4462,0,4084,2,11,824,8,0,4,3,0,1,0,0,0,127,0,1,2,7,18,15,14,1,51,4,351,13,514,10,8
12499308,6,2713,2687,4,0,23,264,8,13,0,0,4,11,0,12,42,39,0,0,0.41329241,0.4355,8,0,0,-1.3027,0,4280,0,13,663,5,0,2,2,0,1,0,0,0,99,0,0,1,1,19,4,13,0,44,0,326,12,472,14,0
12499308,6,2687,2713,5,0,14,575,13,8,4,3,2,0,0,6,39,42,0,0,1.2481493,2.6044,14,2,3,0.5126,0,4059,1,3,430,10,0,3,4,0,0,0,0,0,98,0,1,2,7,11,17,18,0,25,0,633,16,786,7,11
12499652,6,2573,2681,4,0,23,208,11,10,2,1,2,6,0,6,37,45,1,0,0.82679572,1.6501000000000001,9,1,2,-0.669,0,3701,0,13,287,7,0,4,10,0,0,0,0,1,101,1,3,5,2,47,9,5,0,51,1,283,26,470,5,4
12499652,6,2681,2573,11,0,25,732,10,11,4,2,10,4,0,10,45,37,0,1,3.1346784,2.0924,5,2,2,-0.0421,0,3654,0,8,349,19,0,7,2,0,1,0,0,0,135,0,2,3,6,5,22,37,0,35,3,796,11,1007,9,6
