match_number,team,opponent,RESULT,Accurate passes,Ball possession,Big chances,Big chances missed,Big chances scored,Big saves,Blocked shots,Clearances,Corner kicks,Dispossessed,Duels,Errors lead to a goal,Errors lead to a shot,Expected goals,Final third entries,Fouled in final third,Fouls,Free kicks,Goal kicks,Goalkeeper saves,Goals prevented,High claims,Hit woodwork,Interceptions,Offsides,Passes,Penalty saves,Punches,Recoveries,Red cards,Shots inside box,Shots off target,Shots on target,Shots outside box,Tackles,Tackles won,Through balls,Throw-ins,Total saves,Total shots,Total tackles,Touches in penalty area,Yellow cards,Aerial duels_won,Aerial duels_lost,Crosses_won,Crosses_lost,Dribbles_won,Dribbles_lost,Final third phase_won,Final third phase_lost,Ground duels_won,Ground duels_lost,Long balls_won,Long balls_lost,REFEREE_Andy Madley,REFEREE_Anthony Taylor,REFEREE_Chris Kavanagh,REFEREE_Craig Pawson,REFEREE_Darren Bond,REFEREE_Darren England,REFEREE_David Coote,REFEREE_Jarred Gillett,REFEREE_John Brooks,REFEREE_Joshua Smith,REFEREE_Lewis Smith,REFEREE_Michael Oliver,REFEREE_Michael Salisbury,REFEREE_Peter Bankes,REFEREE_Robert Jones,REFEREE_Samuel Allison,REFEREE_Samuel Barrott,REFEREE_Simon Hooper,REFEREE_Stuart Attwell,REFEREE_Thomas Bramall,REFEREE_Tim Robinson,REFEREE_Tony Harrington
67,everton,newcastle,0–0,228,0.32,2.0,2.0,,1.0,1,30,0,16,0.5,,,0.67,58,1.0,12,8,9,3.0,0.86,1.0,0,10,2.0,310,1.0,2.0,60,,2,5,2,6,19,0.58,0.0,14,3.0,8,19,13,1.0,14,11,2,7,13,9,60,47,39,43,20,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,newcastle,everton,0–0,566,0.68,1.0,1.0,,0.0,3,6,10,10,0.5,,,2.05,60,2.0,8,11,7,2.0,0.56,1.0,0,8,3.0,656,0.0,1.0,59,,12,8,3,2,25,0.52,1.0,16,2.0,14,25,42,2.0,11,14,7,15,6,9,109,47,43,39,16,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,aston-villa,man-utd,0–0,345,0.54,,,,1.0,3,14,6,12,0.43,,,0.5,41,8.0,12,11,5,4.0,0.97,1.0,0,6,0.0,416,,,45,,6,7,1,5,12,0.83,0.0,15,4.0,11,12,25,1.0,8,15,2,18,7,9,84,26,30,36,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,man-utd,aston-villa,0–0,302,0.46,,,,1.0,2,23,3,4,0.57,,,0.56,54,1.0,11,12,11,1.0,0.39,1.0,2,12,1.0,369,,,40,,4,4,4,6,21,0.57,1.0,14,1.0,10,21,11,5.0,15,8,3,6,4,8,65,32,36,30,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
69,chelsea,forest,1–1,519,0.66,3.0,3.0,0.0,3.0,5,17,11,8,0.51,,1.0,2.46,70,1.0,12,10,3,8.0,0.63,1.0,1,8,1.0,591,,,48,0.0,14,9,8,8,14,0.71,1.0,12,8.0,22,14,51,6.0,14,16,5,24,11,4,189,45,34,31,21,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,forest,chelsea,1–1,233,0.34,4.0,3.0,1.0,2.0,6,32,3,7,0.49,,1.0,0.87,43,3.0,11,11,14,7.0,0.98,0.0,0,6,3.0,306,,,44,1.0,9,1,9,7,12,0.5,0.0,14,7.0,16,12,22,4.0,16,14,3,8,9,7,64,30,31,34,15,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,brighton,tottenham,3–2,301,0.41,4.0,1.0,3.0,1.0,2,18,4,7,0.4,2.0,,1.76,36,3.0,14,10,9,1.0,-0.72,0.0,0,11,2.0,364,,0.0,50,,9,5,4,2,12,0.58,0.0,12,1.0,11,12,27,2.0,8,8,5,10,7,13,62,31,28,47,16,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,tottenham,brighton,3–2,461,0.59,1.0,0.0,1.0,1.0,3,12,7,3,0.6,1.0,,1.34,56,2.0,10,13,6,1.0,-0.74,1.0,0,7,2.0,526,,1.0,44,,11,7,3,2,20,0.6,2.0,17,1.0,13,20,32,2.0,8,8,1,18,14,9,86,36,47,28,19,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,tottenham,west-ham,4–1,414,0.57,2.0,2.0,0.0,2.0,6,14,13,15,0.47,,0.0,1.92,58,1.0,10,15,7,2.0,-0.13,1.0,1,5,2.0,477,,,51,0.0,17,9,7,5,25,0.64,,18,2.0,22,25,43,1.0,9,7,9,19,7,18,138,35,47,57,17,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,west-ham,tottenham,4–1,295,0.43,2.0,1.0,1.0,0.0,3,25,5,10,0.53,,1.0,0.78,34,1.0,15,9,11,4.0,-3.24,2.0,0,11,1.0,366,,,40,1.0,7,4,4,4,33,0.76,,17,4.0,11,33,21,3.0,7,9,3,9,15,15,69,27,57,47,37,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,fulham,aston-villa,1–3,377,0.52,4.0,4.0,,1.0,1,22,6,8,0.58,,1.0,1.78,47,5.0,8,10,8,4.0,-1.82,1.0,0,14,2.0,434,0.0,2.0,43,1.0,9,5,4,1,18,0.61,0.0,14,4.0,10,18,24,3.0,14,5,7,23,3,3,83,23,31,27,23,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,aston-villa,fulham,1–3,361,0.48,2.0,2.0,,0.0,4,19,11,12,0.42,,0.0,1.68,48,2.0,11,8,7,3.0,0.44,2.0,0,14,2.0,408,1.0,0.0,41,1.0,10,5,5,4,11,0.45,3.0,13,3.0,14,11,27,5.0,5,14,3,16,8,6,75,29,27,31,15,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,man-utd,brentford,2–1,409,0.5,3.0,1.0,2.0,1.0,6,24,9,8,0.54,,,1.33,65,0.0,4,5,7,1.0,0.06,1.0,0,8,1.0,488,,0.0,53,,13,6,11,10,25,0.64,1.0,18,1.0,23,25,35,2.0,23,18,6,13,5,7,108,38,34,31,29,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,brentford,man-utd,2–1,412,0.5,2.0,1.0,1.0,3.0,2,31,2,13,0.46,,,0.86,54,2.0,5,4,8,9.0,-0.01,0.0,0,10,3.0,484,,1.0,59,,6,4,2,2,15,0.73,1.0,16,9.0,8,15,14,2.0,18,23,5,8,12,12,76,39,31,34,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,newcastle,brighton,0–1,448,0.6,4.0,4.0,0.0,0.0,9,6,9,18,0.49,,1.0,2.02,69,4.0,11,8,7,4.0,0.68,0.0,0,13,3.0,544,,0.0,60,,15,6,6,6,26,0.73,2.0,20,4.0,21,26,45,2.0,10,16,3,20,10,8,133,56,44,40,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74,brighton,newcastle,0–1,294,0.4,4.0,3.0,1.0,1.0,2,37,4,12,0.51,,0.0,1.12,41,0.0,9,11,8,6.0,0.91,1.0,0,9,0.0,371,,1.0,63,,8,3,5,2,26,0.58,2.0,14,6.0,10,26,12,2.0,16,10,3,5,3,14,47,24,40,44,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75,southampton,leicester,2–3,297,0.42,3.0,1.0,2.0,,2,30,10,18,0.48,,,2.15,47,0.0,10,10,11,1.0,-0.47,0.0,1,9,1.0,359,,0.0,34,1.0,14,5,7,0,21,0.76,0.0,16,1.0,14,21,29,5.0,12,7,5,14,6,12,69,30,37,47,20,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,leicester,southampton,2–3,420,0.58,4.0,2.0,2.0,,4,22,6,8,0.52,,,3.21,67,2.0,10,10,7,6.0,0.62,2.0,2,5,2.0,492,,1.0,47,0.0,14,10,4,4,30,0.57,1.0,17,6.0,18,30,41,3.0,7,12,8,19,7,13,138,38,47,37,23,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,ipswich,everton,0–2,419,0.55,2.0,2.0,0.0,,3,17,5,7,0.45,1.0,2.0,1.25,58,4.0,12,9,4,6.0,0.26,,0,9,1.0,484,,0.0,50,,9,8,2,4,13,0.69,0.0,18,6.0,13,13,24,1.0,12,11,6,21,7,11,87,38,29,39,22,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,everton,ipswich,0–2,319,0.45,3.0,2.0,1.0,,0,31,7,7,0.55,0.0,0.0,1.74,46,4.0,10,12,9,2.0,0.32,,0,6,0.0,403,,2.0,50,,8,3,8,3,18,0.67,1.0,15,2.0,11,18,27,1.0,11,12,3,10,9,6,69,37,39,29,27,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77,bournemouth,arsenal,2–0,323,0.49,3.0,2.0,1.0,,5,20,7,6,0.51,,1.0,1.82,66,2.0,12,11,6,1.0,0.32,1.0,0,6,1.0,405,,,48,0.0,9,4,4,4,16,0.69,1.0,18,1.0,13,16,28,1.0,12,17,3,22,17,11,109,41,44,36,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,arsenal,bournemouth,2–0,348,0.51,2.0,2.0,0.0,,1,26,4,10,0.49,,3.0,0.68,49,1.0,11,12,7,2.0,-0.35,2.0,0,6,1.0,439,,,51,1.0,5,4,1,1,17,0.59,0.0,12,2.0,6,17,22,1.0,17,12,4,11,7,6,83,42,36,44,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,wolves,man-city,1–2,143,0.22,2.0,1.0,1.0,4.0,0,44,1,10,0.52,,,0.97,30,0.0,8,4,9,5.0,-0.19,2.0,0,6,2.0,216,,,45,,2,1,2,1,26,0.5,1.0,11,5.0,3,26,4,4.0,14,13,2,2,4,4,21,25,34,32,20,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,man-city,wolves,1–2,657,0.78,0.0,0.0,0.0,0.0,8,5,18,14,0.48,,,1.62,65,5.0,5,8,3,1.0,0.32,0.0,0,3,1.0,731,,,46,,12,7,7,10,14,0.71,1.0,20,1.0,22,14,85,1.0,13,14,7,33,10,12,411,52,32,34,12,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,liverpool,chelsea,2–1,326,0.43,3.0,1.0,2.0,,1,18,1,8,0.53,,,1.94,54,2.0,12,13,9,1.0,-0.14,,0,6,5.0,409,,,48,,7,3,5,2,25,0.72,1.0,17,1.0,9,25,17,4.0,6,10,1,3,5,4,49,41,43,34,22,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,chelsea,liverpool,2–1,476,0.57,3.0,2.0,1.0,,4,11,5,8,0.47,,,0.99,56,2.0,13,12,4,3.0,0.01,,1,8,0.0,542,,,48,,9,6,2,3,12,0.83,2.0,14,3.0,12,12,26,3.0,10,6,4,13,10,17,104,34,34,43,22,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,forest,crystal-palace,1–0,362,0.5,3.0,3.0,,2.0,9,17,6,15,0.51,0.0,,1.76,54,1.0,9,11,9,7.0,0.86,0.0,1,14,2.0,441,,1.0,46,,10,5,6,10,9,0.56,1.0,21,7.0,20,9,36,2.0,18,14,9,14,16,8,111,34,36,38,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
80,crystal-palace,forest,1–0,358,0.5,0.0,0.0,,1.0,6,25,6,6,0.49,1.0,,0.97,56,2.0,12,9,6,5.0,0.82,1.0,2,5,2.0,448,,1.0,50,,11,7,7,9,23,0.61,0.0,15,5.0,20,23,23,3.0,14,18,3,13,6,3,75,39,38,36,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,leicester,forest,1–3,482,0.64,1.0,0.0,1.0,1.0,3,26,6,8,0.45,1.0,0.0,0.76,77,2.0,16,9,8,2.0,-1.29,0.0,0,6,0.0,560,,1.0,51,,5,7,1,6,14,0.71,1.0,23,2.0,11,14,27,5.0,24,15,7,19,6,11,121,40,29,49,20,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,forest,leicester,1–3,231,0.36,4.0,3.0,1.0,0.0,6,30,7,9,0.55,0.0,1.0,1.73,52,4.0,9,15,12,0.0,-0.03,1.0,1,10,1.0,305,,3.0,51,,12,9,5,8,19,0.58,0.0,10,0.0,20,19,30,3.0,15,24,1,20,15,5,85,40,49,29,28,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,aston-villa,bournemouth,1–1,362,0.57,3.0,2.0,1.0,2.0,5,15,9,12,0.47,,,1.81,54,2.0,12,14,9,2.0,0.05,3.0,0,11,0.0,438,,0.0,43,,13,5,8,5,11,0.45,1.0,14,2.0,18,11,34,7.0,13,16,6,15,6,5,98,40,30,33,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,bournemouth,aston-villa,1–1,270,0.43,0.0,0.0,0.0,3.0,3,21,7,5,0.53,,,0.31,49,3.0,14,12,10,7.0,2.23,0.0,0,11,5.0,325,,2.0,49,,4,4,3,6,17,0.59,0.0,7,7.0,10,17,17,6.0,16,13,4,16,5,6,71,29,33,30,26,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,brentford,ipswich,4–3,468,0.65,7.0,4.0,3.0,,6,31,4,4,0.56,,2.0,4.1,68,2.0,7,10,8,2.0,-0.97,1.0,0,4,2.0,555,,0.0,43,0.0,14,5,9,6,8,0.75,1.0,25,2.0,20,8,31,0.0,26,14,8,18,5,9,85,46,22,23,21,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,ipswich,brentford,4–3,210,0.35,4.0,1.0,3.0,,0,36,5,5,0.44,,0.0,1.3,53,0.0,10,7,9,6.0,-0.65,2.0,1,12,1.0,292,,1.0,49,1.0,8,6,5,3,13,0.69,2.0,11,6.0,11,13,20,3.0,14,26,4,15,3,3,74,37,23,22,21,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,brighton,wolves,2–2,393,0.51,2.0,1.0,1.0,0.0,8,21,9,12,0.44,1.0,0.0,1.31,43,2.0,12,10,6,5.0,-0.31,0.0,0,9,2.0,452,,1.0,62,,13,5,6,6,17,0.59,1.0,14,5.0,19,17,35,3.0,11,15,6,20,11,12,102,31,38,48,30,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,wolves,brighton,2–2,361,0.49,1.0,1.0,0.0,1.0,5,30,6,8,0.56,2.0,1.0,1.36,43,2.0,10,12,9,4.0,-0.52,1.0,0,9,1.0,438,,0.0,55,,14,2,7,0,24,0.5,0.0,15,4.0,14,24,31,3.0,15,11,5,14,12,9,53,27,48,38,26,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,man-city,southampton,1–0,571,0.57,4.0,3.0,1.0,,7,14,12,12,0.49,,0.0,2.95,57,4.0,9,9,3,2.0,0.05,0.0,0,10,1.0,616,,,34,,13,7,8,9,12,0.58,1.0,12,2.0,22,12,54,1.0,6,8,10,19,9,2,326,34,30,29,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,southampton,man-city,1–0,434,0.43,1.0,1.0,0.0,,1,30,1,3,0.51,,1.0,0.21,18,0.0,9,9,8,6.0,-0.21,1.0,1,6,2.0,479,,,34,,5,2,2,0,14,0.64,0.0,11,6.0,5,14,14,3.0,8,6,1,1,6,9,39,15,29,30,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,everton,fulham,1–1,304,0.4,1.0,0.0,1.0,1.0,2,26,4,10,0.58,,2.0,0.79,62,1.0,8,8,11,2.0,0.33,0.0,1,8,4.0,383,,,50,,8,3,5,2,19,0.63,,19,2.0,10,19,17,1.0,18,8,6,11,7,6,74,40,34,30,19,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,fulham,everton,1–1,505,0.6,1.0,1.0,0.0,0.0,2,21,2,10,0.42,,0.0,1.26,75,0.0,8,7,2,4.0,0.31,1.0,0,4,2.0,588,,,58,,7,9,3,7,16,0.69,,24,4.0,14,16,23,0.0,8,18,8,9,7,9,116,46,30,34,26,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,chelsea,newcastle,2–1,388,0.5,1.0,0.0,1.0,0.0,4,23,7,6,0.51,0.0,0.0,1.61,65,0.0,13,15,8,1.0,0.17,1.0,1,16,2.0,459,,0.0,52,,12,6,7,5,12,0.67,1.0,12,1.0,17,12,31,6.0,13,14,5,15,7,7,115,31,34,32,26,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,newcastle,chelsea,2–1,362,0.5,3.0,2.0,1.0,1.0,3,15,4,8,0.49,1.0,1.0,1.81,64,2.0,16,13,7,5.0,-0.05,2.0,0,6,1.0,450,,3.0,50,,9,5,3,2,13,0.62,0.0,21,5.0,11,13,24,3.0,14,13,6,5,6,4,76,46,32,34,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,crystal-palace,tottenham,1–0,159,0.34,1.0,0.0,1.0,0.0,1,33,8,12,0.54,0.0,0.0,0.78,65,3.0,16,12,9,3.0,0.44,2.0,0,11,4.0,247,,0.0,68,,7,7,6,7,32,0.59,,13,3.0,14,32,24,4.0,21,15,6,23,4,7,81,56,48,44,24,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,tottenham,crystal-palace,1–0,419,0.66,2.0,2.0,0.0,1.0,4,22,8,16,0.46,1.0,1.0,0.74,52,1.0,12,16,12,5.0,0.52,1.0,1,10,1.0,517,,2.0,58,,8,4,3,3,19,0.74,,18,5.0,11,19,25,4.0,15,21,5,23,9,16,98,37,44,48,24,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,west-ham,man-utd,2–1,318,0.43,4.0,2.0,2.0,1.0,1,40,6,13,0.47,0.0,1.0,3.0,42,2.0,6,6,7,4.0,1.0,1.0,0,12,3.0,393,,1.0,57,,11,8,3,1,11,0.45,0.0,14,4.0,12,11,30,5.0,13,15,6,17,10,6,79,39,27,31,24,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,man-utd,west-ham,2–1,451,0.57,5.0,4.0,1.0,0.0,6,27,5,4,0.53,1.0,0.0,2.34,67,3.0,7,6,6,1.0,0.04,1.0,1,6,3.0,538,,0.0,48,,10,7,5,8,19,0.58,3.0,24,1.0,18,19,33,1.0,15,13,6,18,7,7,120,39,31,27,25,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,arsenal,liverpool,2–2,306,0.45,2.0,,2.0,,2,24,1,10,0.52,,1.0,0.92,41,3.0,14,14,6,2.0,-0.19,1.0,0,7,2.0,383,,,42,,5,4,3,4,17,0.65,0.0,15,2.0,9,17,33,2.0,18,11,3,10,6,6,98,34,37,39,21,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,liverpool,arsenal,2–2,387,0.55,2.0,,2.0,,2,21,3,13,0.48,,0.0,0.81,52,2.0,14,14,9,1.0,-0.26,0.0,0,5,1.0,466,,,35,,5,3,4,4,16,0.56,1.0,20,1.0,9,16,27,2.0,11,18,3,21,9,4,117,27,39,37,20,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,newcastle,arsenal,1–0,200,0.36,1.0,0.0,1.0,0.0,3,26,4,14,0.57,,,0.53,42,2.0,16,18,11,0.0,0.0,2.0,0,6,,289,,4.0,47,,7,2,4,2,23,0.65,0.0,18,0.0,9,23,17,4.0,19,14,1,12,6,3,56,35,46,36,10,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,arsenal,newcastle,1–0,433,0.64,1.0,1.0,0.0,1.0,3,18,6,13,0.43,,,1.05,58,4.0,18,16,1,3.0,0.28,2.0,0,6,,502,,0.0,51,,7,6,1,3,17,0.59,1.0,17,3.0,10,17,31,4.0,14,19,7,20,3,10,142,35,36,46,16,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
92,bournemouth,man-city,2–1,282,0.36,6.0,4.0,2.0,1.0,2,36,3,9,0.49,,0.0,2.04,49,1.0,11,6,11,3.0,0.93,0.0,1,12,2.0,334,,,41,,9,4,6,3,16,0.75,2.0,10,3.0,12,16,23,2.0,13,15,3,9,11,6,84,22,32,31,40,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,man-city,bournemouth,2–1,541,0.64,3.0,3.0,0.0,0.0,4,8,10,10,0.51,,1.0,1.56,51,2.0,6,11,7,4.0,0.51,1.0,1,5,0.0,600,,,38,,13,10,4,5,14,0.5,0.0,17,4.0,18,14,47,1.0,15,13,6,21,6,6,196,39,31,32,23,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,ipswich,leicester,1–1,245,0.42,2.0,2.0,0.0,2.0,6,22,4,10,0.47,,0.0,1.0,58,3.0,11,10,12,4.0,0.11,3.0,0,9,,320,,0.0,37,1.0,8,6,2,6,16,0.44,0.0,25,4.0,14,16,26,6.0,20,18,3,9,8,11,85,42,34,44,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,leicester,ipswich,1–1,346,0.58,4.0,3.0,1.0,0.0,8,18,6,4,0.53,,1.0,1.55,54,1.0,10,11,10,1.0,-0.42,1.0,0,4,,432,,2.0,45,0.0,14,6,6,6,21,0.52,2.0,17,1.0,20,21,40,2.0,18,20,6,15,12,12,72,37,44,34,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,liverpool,brighton,2–1,367,0.49,4.0,4.0,,0.0,6,13,9,10,0.58,,,1.65,57,2.0,10,18,4,4.0,-0.5,,0,10,1.0,443,,,52,,14,2,8,2,28,0.68,0.0,17,4.0,16,28,31,1.0,10,8,4,14,8,8,64,42,52,36,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,brighton,liverpool,2–1,407,0.51,1.0,1.0,,2.0,4,27,7,11,0.42,,,1.01,45,3.0,18,10,8,6.0,-0.17,,0,9,0.0,469,,,55,,7,4,5,6,18,0.72,1.0,18,6.0,13,18,24,2.0,8,10,5,10,8,17,82,26,36,52,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,forest,west-ham,3–0,378,0.53,3.0,2.0,1.0,0.0,3,21,10,9,0.5,0.0,,2.17,47,3.0,7,9,3,1.0,0.03,0.0,0,6,1.0,446,,,44,0.0,9,10,6,10,18,0.67,1.0,20,1.0,19,18,32,1.0,13,15,3,17,6,4,155,32,32,30,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,west-ham,forest,3–0,308,0.47,0.0,0.0,0.0,1.0,0,30,6,11,0.5,1.0,,0.13,52,0.0,9,7,12,3.0,-0.14,1.0,0,11,1.0,392,,,38,1.0,2,2,2,2,13,0.85,0.0,13,3.0,4,13,9,4.0,15,13,3,12,10,7,54,50,30,32,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96,southampton,everton,1–0,540,0.65,1.0,1.0,,1.0,2,22,3,9,0.49,,2.0,0.74,58,4.0,14,18,9,5.0,0.85,2.0,0,7,3.0,589,,1.0,52,,8,5,2,1,14,0.57,1.0,8,5.0,9,14,22,4.0,7,6,6,13,12,12,101,20,42,45,20,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,everton,southampton,1–0,247,0.35,3.0,3.0,,0.0,3,17,6,10,0.51,,0.0,1.56,52,2.0,18,14,7,1.0,-0.19,0.0,2,8,1.0,305,,1.0,50,,10,8,5,6,21,0.38,0.0,12,1.0,16,21,27,2.0,6,7,5,14,11,4,59,43,45,42,20,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,wolves,crystal-palace,2–2,389,0.57,4.0,2.0,2.0,,1,21,3,9,0.58,0.0,1.0,1.53,48,0.0,7,9,8,4.0,0.87,1.0,0,13,4.0,484,,,50,,7,4,6,4,25,0.4,,26,4.0,11,25,20,1.0,13,15,2,10,14,5,56,31,47,29,32,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,crystal-palace,wolves,2–2,273,0.43,4.0,3.0,1.0,,5,27,6,15,0.42,1.0,0.0,2.51,63,1.0,9,7,5,4.0,-0.26,1.0,0,9,1.0,358,,,52,,17,7,7,2,14,0.5,,19,4.0,19,14,28,2.0,15,13,5,18,9,10,66,43,29,47,23,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,tottenham,aston-villa,4–1,354,0.51,3.0,0.0,3.0,0.0,2,17,6,7,0.45,0.0,0.0,2.44,52,2.0,14,14,7,1.0,-0.02,2.0,0,16,,397,,1.0,55,,8,8,6,8,17,0.41,1.0,12,1.0,16,17,22,2.0,12,11,2,21,5,12,122,30,35,47,12,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,aston-villa,tottenham,4–1,324,0.49,4.0,3.0,1.0,1.0,3,21,4,7,0.55,1.0,2.0,1.86,31,2.0,14,14,12,2.0,-1.16,3.0,1,11,,386,,0.0,50,,7,8,1,5,19,0.58,1.0,16,2.0,12,19,15,0.0,11,12,3,9,14,10,54,16,47,35,16,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,man-utd,chelsea,1–1,322,0.46,4.0,3.0,1.0,,3,16,4,9,0.43,,3.0,1.98,46,2.0,19,14,7,2.0,-0.26,0.0,1,11,4.0,405,,0.0,51,,8,4,4,3,22,0.59,1.0,12,2.0,11,22,22,6.0,8,17,3,10,10,11,58,36,45,54,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,chelsea,man-utd,1–1,397,0.54,1.0,1.0,0.0,,5,19,8,13,0.57,,1.0,1.1,47,2.0,14,19,3,3.0,-0.11,1.0,1,7,0.0,475,,2.0,46,,8,4,3,4,20,0.55,1.0,13,3.0,12,20,30,2.0,17,8,1,18,15,9,83,32,54,45,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
